i:id,i:Paytable Trigger DID,s:Paytable Trigger Type,s:Paytable Trigger Name,i:Paytable DID,s:Paytable Name,i:One Time Reward,i:Number of Reward Sets,s:Number of Rewards per Set,f:Set Odds 1,s:Set Type 1,i:Set 1 Reward DID 1,i:Set 1 Reward DID 2,i:Set 1 Reward DID 3,i:Set 1 Reward DID 4,i:Set 1 Reward DID 5,i:Set 1 Reward DID 6,i:Set 1 Reward DID 7,i:Set 1 Reward DID 8,i:Set 1 Reward DID 9,i:Set 1 Reward DID 10,i:Set 1 Reward DID 11,f:Set 1 Reward Odds 1,f:Set 1 Reward Odds 2,f:Set 1 Reward Odds 3,f:Set 1 Reward Odds 4,f:Set 1 Reward Odds 5,f:Set 1 Reward Odds 6,f:Set 1 Reward Odds 7,f:Set 1 Reward Odds 8,f:Set 1 Reward Odds 9,f:Set 1 Reward Odds 10,f:Set 1 Reward Odds 11,i:Set 1 Reward Amount 1,i:Set 1 Reward Amount 2,i:Set 1 Reward Amount 3,i:Set 1 Reward Amount 4,i:Set 1 Reward Amount 5,i:Set 1 Reward Amount 6,i:Set 1 Reward Amount 7,i:Set 1 Reward Amount 8,i:Set 1 Reward Amount 9,i:Set 1 Reward Amount 10,i:Set 1 Reward Amount 11,f:Set Odds 2,s:Set Type 2,i:Set 2 Reward DID 1,i:Set 2 Reward DID 2,i:Set 2 Reward DID 3,i:Set 2 Reward DID 4,f:Set 2 Reward Odds 1,f:Set 2 Reward Odds 2,f:Set 2 Reward Odds 3,f:Set 2 Reward Odds 4,i:Set 2 Reward Amount 1,i:Set 2 Reward Amount 2,i:Set 2 Reward Amount 3,i:Set 2 Reward Amount 4,f:Set Odds 3,s:Set Type 3,i:Set 3 Reward DID 1,i:Set 3 Reward DID 2,i:Set 3 Reward DID 3,i:Set 3 Reward DID 4,f:Set 3 Reward Odds 1,f:Set 3 Reward Odds 2,f:Set 3 Reward Odds 3,f:Set 3 Reward Odds 4,i:Set 3 Reward Amount 1,i:Set 3 Reward Amount 2,i:Set 3 Reward Amount 3,i:Set 3 Reward Amount 4
231,41,wish,!!FOOD_GARLICBREAD,13,squidward,1,-1,-1,1,recipes,19,16,22,30003,96,27,30007,60016,50005,80007,-1,0.01,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
232,97,wish,!!FOOD_PICODEGALLO,13,squidward,1,-1,-1,1,recipes,19,16,22,30003,96,27,30007,60016,50005,80007,-1,0.01,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
233,20002,wish,!!JUICE_LIMEADE,13,squidward,1,-1,-1,1,recipes,19,16,22,30003,96,27,30007,60016,50005,80007,-1,0.01,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
234,50006,wish,!!SHAKE_TARTBERRY_TWIST,13,squidward,1,-1,-1,1,recipes,19,16,22,30003,96,27,30007,60016,50005,80007,-1,0.01,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
235,60015,wish,!!BOUQUET_FLOWERCORAL_CUPN2FLOWERS,13,squidward,1,-1,-1,1,recipes,19,16,22,30003,96,27,30007,60016,50005,80007,-1,0.01,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,60016,wish,!!BOUQUET_FLOWERCORAL_BUNCHOBRANCHES,13,squidward,1,-1,-1,1,recipes,19,16,22,30003,96,27,30007,60016,50005,80007,-1,0.01,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,70008,wish,!!PERFUME_SCENTOSAILOR,13,squidward,1,-1,-1,1,recipes,19,16,22,30003,96,27,30007,60016,50005,80007,-1,0.01,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,80004,wish,!!FOOD_BAKED_DUTCHMANSDUTCHAPPLEPIE,13,squidward,1,-1,-1,1,recipes,19,16,22,30003,96,27,30007,60016,50005,80007,-1,0.01,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
239,15,wish,!!FOOD_CRYJOHNNY,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,41,wish,!!FOOD_GARLICBREAD,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
241,21,wish,!!FOOD_KELPDOG,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
242,20002,wish,!!JUICE_LIMEADE,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243,30004,wish,!!SMOOTHIE_CITRUS_SLURVEY,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
244,50006,wish,!!SHAKE_TARTBERRY_TWIST,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
245,70011,wish,!!PERFUME_THEDUMP,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
246,70009,wish,!!PERFUME_SEASHANTY,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247,80005,wish,!!FOOD_BAKED_EVERYVILLAINISLEMONBAR,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
248,80010,wish,!!FOOD_BAKED_MERINGUELEMANRAY,14,bottomite_blue_male_average,1,-1,-1,1,recipes,30004,80014,97,2000,50006,99,80007,-1,-1,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249,46,wish,!!FOOD_SALAD,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,40,wish,!!FOOD_VEGGIEPATTY,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
251,27,wish,!!FOOD_BRUSCHETTA,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
252,20001,wish,!!JUICE_LEMONADE,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
253,30000,wish,!!SMOOTHIE_BANANA_BREAKER,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
254,40007,wish,!!ICECREAM_STRAWBERRY,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
255,50000,wish,!!SHAKE_BANANAS_N_BITS,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256,60017,wish,!!BOUQUET_FLOWERCORAL_CUPCORALTREE,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257,60018,wish,!!BOUQUET_FLOWERCORAL_CORALPARADISE,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
258,70010,wish,!!PERFUME_THATSSOCORAL,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
259,80013,wish,!!FOOD_BAKED_SEALIMEPIE,15,bottomite_green_female_average,1,-1,-1,1,recipes,40004,80013,70010,70004,60000,14,30010,40003,70001,50005,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,99,wish,!!FOOD_PIPSQUEAKPATTY,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
261,97,wish,!!FOOD_PICODEGALLO,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
262,19,wish,!!FOOD_KELPCAKE,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
263,20000,wish,!!JUICE_APPLE,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
264,30004,wish,!!SMOOTHIE_CITRUS_SLURVEY,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
265,40001,wish,!!ICECREAM_BANANA_SPLIT,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
266,50007,wish,!!SHAKE_VANILLA_BLAST,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
267,70007,wish,!!PERFUME_LAMPREYAWAY,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
268,80009,wish,!!FOOD_BAKED_MAROONEDMACAROONS,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
269,80011,wish,!!FOOD_BAKED_PUFFERPASTRYTART,16,bottomite_green_male_average_2,1,-1,-1,1,recipes,50000,80014,20002,40005,60000,14,30014,40003,70002,-1,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
270,97,wish,!!FOOD_PICODEGALLO,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,46,wish,!!FOOD_SALAD,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
272,41,wish,!!FOOD_GARLICBREAD,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273,20004,wish,!!JUICE_PEACHNECTAR,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
274,30009,wish,!!SMOOTHIE_STRAWBERRY_SQUEEZE,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
275,40000,wish,!!ICECREAM_BANANA,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
276,50007,wish,!!SHAKE_VANILLA_BLAST,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277,60017,wish,!!BOUQUET_FLOWERCORAL_CUPCORALTREE,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
278,70006,wish,!!PERFUME_FISHERMANSFLOWERS,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
279,80008,wish,!!FOOD_BAKED_LIFESABEACHPEACHCOBBLER,17,bottomite_pink_female_average_2,1,-1,-1,1,recipes,60018,80001,70010,60017,60004,14,30010,40000,70001,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,1,wish,!!FOOD_KRABBYPATTY,18,bottomite_orange_male_anchovy_2,1,-1,-1,1,recipes,50002,80001,40002,50006,60004,40,30011,40007,70002,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
281,18,wish,!!FOOD_KELPFRIES,18,bottomite_orange_male_anchovy_2,1,-1,-1,1,recipes,50002,80001,40002,50006,60004,40,30011,40007,70002,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282,22,wish,!!FOOD_SEAWEEDSALAD,18,bottomite_orange_male_anchovy_2,1,-1,-1,1,recipes,50002,80001,40002,50006,60004,40,30011,40007,70002,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
283,20003,wish,!!JUICE_ORANGE,18,bottomite_orange_male_anchovy_2,1,-1,-1,1,recipes,50002,80001,40002,50006,60004,40,30011,40007,70002,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284,30008,wish,!!SMOOTHIE_ORANGE_NUT,18,bottomite_orange_male_anchovy_2,1,-1,-1,1,recipes,50002,80001,40002,50006,60004,40,30011,40007,70002,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285,40003,wish,!!ICECREAM_CARAMEL,18,bottomite_orange_male_anchovy_2,1,-1,-1,1,recipes,50002,80001,40002,50006,60004,40,30011,40007,70002,50003,-1,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
